SeqNum,MAANTH,MGEMLE,MGEMOM,AMOTSC,AWAPAR,APERSA,Resp,rand,RespHoldout,PWAPAR2,PAANHA2,PPERSA2,MSKB12,MAUT02,MHHUUR2,MAUT22,MINKGE2,MFALLE2,MRELGE2,MGODRK2,MOPLHO2,MFWEKI2,MSKB22,MGODPR2,MSKC2,MAUT12,MSKA2,mostyp_1,mostyp_2,mostyp_3,mostyp_4,mostyp_5,mostyp_6,mostyp_7,mostyp_8,mostyp_9,mostyp_10,mostyp_11,mostyp_12,mostyp_13,mostyp_14,mostyp_15,mostyp_16,mostyp_17,mostyp_18,mostyp_19,mostyp_20,mostyp_21,mostyp_22,mostyp_23,mostyp_24,mostyp_25,mostyp_26,mostyp_27,mostyp_28,mostyp_29,mostyp_30,mostyp_31,mostyp_32,mostyp_33,mostyp_34,mostyp_35,mostyp_37,mostyp_38,mostyp_39,mostyp_40,mostyp_41,MOSHOO_1,MOSHOO_2,MOSHOO_3,MOSHOO_4,MOSHOO_5,MOSHOO_6,MOSHOO_7,MOSHOO_8,MOSHOO_9,MOSHOO_10
654,4,5,1,0,0,0,0,0.6120891858,,0,0,0,30,30,5.5,5.5,5.5,5.5,17,30,56,56,43,5.5,17,56,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
655,3,1,0,0,0,0,0,0.4908438253,,0,0,0,30,69,5.5,0,30,30,0,69,0,5.5,17,0,5.5,5.5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
657,3,6,0,0,0,0,0,0.6726174376,,150,0,0,30,43,0,5.5,43,5.5,0,17,82,30,30,0,17,30,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
659,4,5,2,0,0,0,0,0.5469034536,,0,0,0,17,0,69,0,30,17,82,17,100,69,82,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
662,3,5,3,1,0,0,1,0.6363538949,,350,0,0,30,17,43,5.5,82,5.5,56,17,94,17,43,5.5,5.5,43,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
663,3,3,1,0,0,0,0,0.2866620749,,0,0,0,17,30,17,5.5,43,17,17,17,56,30,17,0,56,5.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
665,3,3,0,1,0,0,0,0.0027254494,,3000,0,75,30,56,0,0,30,0,0,56,43,43,0,0,43,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
666,4,7,2,0,0,0,0,0.6564836854,,150,0,0,17,17,30,5.5,5.5,5.5,30,43,82,69,43,5.5,17,17,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
667,3,4,2,0,0,0,0,0.500108347,,0,0,0,30,5.5,30,5.5,82,5.5,30,30,69,30,30,17,17,43,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
669,3,2,0,0,0,0,0,0.4367810494,,0,0,0,30,30,0,0,5.5,30,0,56,0,0,0,0,17,30,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
670,2,4,0,0,0,0,1,0.0206828802,,0,0,0,17,69,5.5,5.5,43,17,5.5,82,69,43,5.5,0,0,30,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
671,2,4,1,1,0,0,1,0.6907150106,,150,0,0,17,17,0,17,17,0,5.5,43,17,30,0,0,30,43,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
673,3,4,0,1,0,0,0,0.1534375307,,75,0,0,30,69,0,0,30,0,0,43,56,5.5,5.5,0,30,30,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
674,2,6,2,0,0,0,0,0.3646437858,,0,0,0,43,17,56,0,94,0,43,30,100,5.5,69,0,0,17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
675,3,6,0,0,0,0,0,0.5740694285,,0,0,0,17,5.5,5.5,0,69,5.5,5.5,56,82,30,17,0,0,69,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
676,3,4,0,0,0,0,0,0.2503569104,,350,0,0,17,30,5.5,5.5,69,5.5,0,30,82,43,17,5.5,56,43,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
681,3,7,2,0,0,0,0,0.0706291413,,350,0,0,30,17,30,5.5,94,0,43,30,100,56,69,5.5,30,17,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
682,4,6,2,0,0,0,0,0.0905329343,,0,0,0,17,30,0,17,56,0,0,0,0,82,30,5.5,30,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
683,3,1,0,0,0,0,0,0.1598177385,,750,0,0,30,5.5,17,17,82,17,0,30,94,43,17,17,5.5,43,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
684,3,5,0,1,0,0,0,0.0391033944,,350,0,0,30,5.5,5.5,5.5,5.5,0,5.5,82,5.5,43,5.5,0,17,17,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
685,3,6,2,1,0,0,1,0.3419818749,,350,0,0,30,5.5,56,0,82,17,43,17,82,17,56,5.5,5.5,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
687,2,7,0,0,0,0,0,0.2971164036,,150,0,0,43,17,0,17,69,0,17,43,100,5.5,30,0,17,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
690,2,2,0,1,0,0,0,0.2403426204,,75,0,0,30,0,0,30,17,0,0,69,0,56,0,0,30,30,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
692,3,3,0,1,0,0,0,0.562867211,,150,0,0,17,5.5,30,17,17,5.5,43,17,5.5,43,69,17,56,17,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
693,2,4,1,1,0,0,0,0.577389167,,75,0,0,17,17,17,17,17,5.5,5.5,30,17,30,17,5.5,43,17,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
697,4,1,0,0,0,0,0,0.52015234,,0,0,0,17,0,43,0,69,56,17,5.5,82,69,43,17,5.5,5.5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
700,2,7,0,0,0,0,0,0.2261658237,,25,0,0,30,0,17,17,69,17,17,69,100,69,17,0,0,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
703,2,1,3,1,0,0,0,0.1139022294,,350,0,0,30,5.5,43,30,82,0,56,30,100,43,82,43,0,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
707,4,3,0,1,0,0,0,0.2497925755,,150,0,0,17,0,0,0,17,0,0,0,30,0,17,0,82,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
708,3,7,0,1,0,0,0,0.6341765279,,350,0,0,17,56,17,17,30,0,0,56,100,56,30,0,17,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
709,2,7,0,0,0,0,0,0.2049338311,,350,0,0,30,0,17,17,69,17,17,69,100,69,17,0,0,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
712,4,6,0,1,0,0,0,0.5228545049,,150,0,0,17,43,5.5,0,5.5,0,0,17,0,43,43,0,69,17,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
715,3,6,0,0,0,0,0,0.6998779344,,0,0,0,17,43,5.5,0,5.5,0,0,30,0,43,43,0,56,17,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
719,3,7,1,0,0,0,0,0.1214327394,,0,0,0,30,17,0,5.5,30,0,0,69,30,5.5,5.5,0,17,5.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
720,3,7,0,1,0,0,0,0.2220139658,,350,0,0,17,30,17,0,30,0,17,17,43,56,17,0,30,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721,2,6,0,0,0,0,0,0.1481278344,,0,0,0,17,30,0,5.5,56,5.5,0,5.5,30,17,5.5,0,94,17,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
722,3,5,0,1,0,0,0,0.2517235625,,350,0,0,17,30,5.5,17,30,5.5,5.5,56,94,82,30,5.5,5.5,43,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
724,3,3,1,0,0,0,0,0.5750996217,,0,0,0,17,17,0,0,30,0,0,56,5.5,43,0,0,17,0,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
725,3,3,0,1,0,0,0,0.197713391,,350,0,0,30,0,0,5.5,56,5.5,0,56,56,0,30,43,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
726,3,4,0,1,0,0,0,0.3502193188,,350,0,0,17,56,0,0,30,0,0,82,100,17,43,30,17,43,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
727,2,5,0,0,0,0,0,0.2277519234,,0,0,0,43,56,0,0,30,0,0,69,0,5.5,0,0,30,5.5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
728,2,5,2,0,0,0,0,0.3771123022,,75,0,0,17,5.5,5.5,30,17,5.5,5.5,30,0,69,5.5,5.5,43,56,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
729,3,6,3,1,0,0,0,0.3210582483,,350,0,0,30,17,43,0,82,17,43,5.5,82,17,56,5.5,5.5,17,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
730,4,3,1,0,0,0,0,0.6448646181,,0,0,0,17,43,0,5.5,30,5.5,0,30,5.5,43,17,5.5,69,5.5,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
731,4,4,1,1,0,0,0,0.4038124189,,75,0,0,17,17,17,0,5.5,17,17,56,69,17,43,17,5.5,43,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
733,2,5,0,0,0,0,0,0.5085459871,,0,0,0,43,5.5,0,5.5,17,5.5,5.5,69,17,17,0,0,17,56,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
734,4,6,0,0,0,0,0,0.055119115,,0,0,0,17,30,17,0,5.5,5.5,17,17,17,43,0,0,56,43,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
735,3,5,0,0,0,0,0,0.1172322436,,0,0,0,17,30,5.5,5.5,5.5,5.5,5.5,30,43,17,5.5,5.5,56,17,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
736,3,5,0,0,0,0,0,0.100784225,,0,0,0,17,0,0,0,5.5,5.5,0,17,0,30,0,0,69,43,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
739,3,5,2,0,0,0,0,0.6979418121,,0,0,0,30,5.5,56,5.5,94,17,43,17,94,17,56,5.5,17,30,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
741,5,6,2,1,0,0,0,0.1320754258,,150,0,0,17,5.5,5.5,5.5,5.5,5.5,17,30,5.5,30,56,5.5,56,69,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
745,3,5,2,0,0,0,0,0.3181864523,,150,0,0,17,56,0,5.5,82,0,0,56,100,30,30,5.5,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
746,4,8,1,0,0,0,0,0.5068249607,,0,0,0,30,17,5.5,5.5,5.5,0,0,30,30,30,17,0,69,30,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
747,3,4,5,0,0,0,0,0.3324153867,,150,0,0,43,30,0,17,69,5.5,0,0,43,43,5.5,0,0,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
748,2,4,0,0,0,0,0,0.5151864674,,0,0,0,43,0,100,5.5,69,5.5,56,0,56,43,43,5.5,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
749,5,5,1,1,0,0,0,0.0436919453,,75,0,0,17,30,17,5.5,5.5,5.5,5.5,56,30,43,30,5.5,30,17,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
750,2,8,0,0,0,0,0,0.5410722827,,350,0,0,43,5.5,30,0,30,5.5,17,69,100,17,30,0,0,43,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
752,3,6,1,1,0,0,0,0.2377832645,,25,0,0,17,5.5,30,5.5,17,5.5,30,17,56,30,43,5.5,56,30,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
753,3,3,0,0,0,0,0,0.1359417691,,0,0,0,17,30,0,5.5,30,30,0,17,0,17,17,0,82,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
754,3,5,1,0,0,0,0,0.2161234502,,0,0,0,17,17,17,30,30,5.5,17,43,5.5,56,17,0,43,56,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
755,4,4,2,1,0,0,0,0.2218685379,,150,0,0,17,0,0,5.5,17,17,0,82,43,56,17,5.5,0,0,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
756,2,6,0,0,0,0,0,0.5977221213,,750,0,0,43,30,5.5,5.5,43,0,5.5,56,30,5.5,17,0,30,30,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
757,2,4,0,1,0,0,0,0.665470857,,75,0,0,17,5.5,0,5.5,30,17,5.5,43,30,0,30,17,43,5.5,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
760,3,3,1,0,0,0,0,0.1787414961,,0,0,0,43,5.5,0,0,5.5,0,0,43,56,56,56,0,5.5,43,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
761,2,7,0,1,0,0,0,0.0343149631,,350,0,0,30,43,0,17,69,0,0,56,82,43,0,0,0,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
765,4,5,3,0,0,0,0,0.403481268,,350,0,0,17,17,0,5.5,56,5.5,0,17,43,43,43,0,17,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
766,3,4,0,0,0,0,0,0.5202549666,,0,0,0,43,0,17,5.5,30,5.5,17,17,30,17,43,5.5,82,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
767,3,5,1,0,0,0,0,0.6492091383,,350,0,0,30,30,5.5,5.5,69,5.5,5.5,43,43,17,17,0,43,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
768,3,6,4,0,0,0,0,0.5982624291,,150,0,0,30,5.5,56,0,82,5.5,69,5.5,100,43,82,5.5,0,17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
769,2,6,0,0,0,0,0,0.1051605493,,0,0,0,43,17,0,5.5,43,5.5,5.5,30,5.5,17,0,0,17,30,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
773,3,5,1,0,0,0,0,0.3486178878,,350,0,0,30,17,30,17,69,5.5,43,43,94,30,43,5.5,17,43,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
774,2,4,1,1,0,0,1,0.2568930286,,150,0,0,30,30,5.5,0,43,0,5.5,43,43,17,17,0,5.5,30,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
775,2,3,0,0,0,0,0,0.689818486,,7500,0,0,30,17,17,5.5,30,17,0,0,30,0,5.5,17,100,30,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
778,5,4,1,1,0,0,0,0.5116784794,,350,0,0,17,0,43,0,69,43,17,56,100,17,43,17,30,17,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
780,3,4,2,0,0,0,0,0.625288111,,75,0,0,30,17,17,5.5,30,5.5,5.5,56,82,43,43,5.5,17,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
781,4,9,0,0,0,0,0,0.6120639311,,150,0,0,30,0,30,0,56,0,0,43,69,69,43,0,30,43,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
782,4,6,0,0,0,0,0,0.2308320949,,0,0,0,30,56,0,0,82,0,0,0,56,56,17,0,0,43,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
783,2,4,0,1,0,0,0,0.1207836508,,150,0,0,17,30,5.5,30,30,5.5,17,30,5.5,30,5.5,17,69,17,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
785,3,4,2,1,0,0,0,0.6012009879,,350,0,0,30,5.5,43,5.5,94,17,43,30,100,43,69,5.5,5.5,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
786,4,6,1,0,0,0,0,0.6967607372,,0,0,0,17,5.5,17,5.5,69,5.5,5.5,43,69,43,17,5.5,30,43,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
787,2,5,2,0,0,0,0,0.352695476,,0,0,0,30,5.5,30,5.5,69,5.5,43,30,94,30,56,5.5,5.5,30,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
