"SeqNum","MOSTYP","MSKB1","MAANTH","MOSHOO","MGODPR","MGEMLE","MFALLE","MSKA","MAUT2","MFWEKI","MRELGE","MAUT1","MAUT0","MHHUUR","MOPLHO","MSKB2","MSKC","MGODRK","MGEMOM","MINKGE","PPERSA","PAANHA","PWAPAR","AMOTSC","AWAPAR","APERSA","Resp"
1004,19,2,2,2,0,4,2,7,1,4,1,3,6,1,6,1,0,7,0,4,0,0,0,0,0,0,0
1005,20,3,3,2,1,5,0,7,1,2,1,3,2,1,6,3,2,4,1,5,0,0,0,0,0,0,0
1006,31,4,2,6,2,3,1,7,0,2,2,4,1,1,0,3,4,3,1,4,0,0,3,1,0,0,1
1007,14,4,2,1,0,8,1,9,0,2,2,4,1,3,9,3,0,6,0,3,0,0,4,1,0,0,0
1008,14,3,3,1,0,4,1,6,2,4,1,3,3,1,4,1,4,4,1,3,0,0,4,1,0,0,0
1009,20,3,2,2,0,5,0,7,0,1,0,3,3,0,0,0,2,6,0,5,0,0,0,1,0,0,0
1010,4,2,2,8,0,5,3,3,4,8,0,5,3,0,1,0,7,2,0,3,0,0,2,1,0,0,0
1011,20,2,3,2,0,7,2,5,2,1,0,6,0,1,3,6,5,4,0,5,0,0,0,0,0,0,0
1012,11,1,5,10,0,6,1,1,2,3,0,1,5,0,0,1,7,2,0,2,0,0,0,1,0,0,0
1013,23,3,3,4,1,6,0,9,0,4,8,0,0,9,9,7,0,1,5,8,0,0,0,0,0,0,0
1014,16,3,3,1,0,7,0,7,0,0,1,4,3,0,2,1,2,4,0,5,0,0,0,0,0,0,0
1015,3,3,2,8,1,3,3,8,1,4,0,3,5,1,6,1,2,6,0,2,0,0,0,0,0,0,0
1016,32,4,2,6,0,5,0,9,0,3,0,4,5,0,6,4,2,7,0,8,0,0,3,1,0,0,0
1017,14,3,2,1,0,2,4,8,1,4,0,4,1,0,4,0,8,1,0,3,0,0,3,1,0,0,0
1018,33,3,2,6,0,5,0,6,0,2,3,4,1,1,9,5,0,4,4,6,0,0,4,1,0,0,0
1019,6,1,4,9,0,5,2,3,1,3,2,5,2,2,0,4,5,3,0,1,0,0,2,0,0,0,0
1020,22,3,3,3,0,7,0,6,0,1,0,2,0,3,9,7,1,5,0,4,0,0,5,1,0,0,0
1021,17,2,4,1,1,6,0,7,0,5,0,0,0,0,0,2,0,4,0,3,0,0,0,0,0,0,0
1022,20,3,3,2,2,6,0,6,1,0,1,4,0,1,7,4,1,4,3,5,0,0,0,0,0,0,0
1023,19,2,4,2,1,5,2,6,1,4,2,5,1,1,2,3,5,2,1,4,0,0,0,0,0,0,0
1024,7,1,5,9,0,5,0,5,0,2,0,3,0,0,0,7,5,4,0,1,0,0,0,0,0,0,0
1025,17,3,3,1,1,5,1,6,1,4,2,2,3,2,3,2,3,4,1,3,0,0,5,1,0,0,0
1026,20,3,2,2,0,5,0,5,1,1,1,2,3,1,2,2,3,5,0,5,0,0,0,0,0,0,0
1027,14,2,3,1,0,7,0,7,0,6,1,3,3,1,7,7,0,6,0,3,0,0,4,1,0,0,0
1028,23,2,4,4,2,7,0,9,0,7,4,3,0,6,9,6,0,0,0,8,0,0,0,0,0,0,0
1029,30,3,3,5,0,5,2,7,1,3,3,4,1,4,8,3,0,5,0,7,0,0,0,0,0,0,0
1031,14,3,3,1,0,6,1,6,0,3,1,4,2,1,7,2,0,4,0,3,0,0,0,0,0,0,0
1032,24,4,2,4,1,4,1,7,1,4,5,0,0,9,5,4,0,0,0,6,0,0,0,0,0,0,0
1033,14,4,3,1,0,6,0,9,0,3,0,0,6,0,0,0,3,5,0,3,0,0,0,0,0,0,0
1034,25,2,4,4,0,5,0,7,0,5,3,4,0,5,3,7,3,4,0,6,0,0,0,0,0,0,0
1035,14,2,4,1,0,5,4,6,1,5,1,2,5,1,5,1,4,4,0,3,0,0,4,1,0,0,0
1036,31,3,2,6,0,5,0,9,0,4,2,4,0,3,2,3,4,5,0,4,0,0,2,0,0,0,0
1037,14,3,3,1,1,6,1,7,1,3,2,4,2,2,5,4,2,3,2,3,0,0,0,0,0,0,0
1038,22,3,3,3,0,7,1,8,1,5,0,3,2,1,6,3,2,7,1,4,0,0,4,1,0,0,0
1039,32,3,4,6,0,2,4,7,0,0,4,4,1,0,0,3,6,0,0,8,0,0,0,1,0,0,0
1040,16,4,3,1,0,4,1,6,2,4,0,3,3,0,4,1,0,0,5,5,0,0,1,1,0,0,0
1041,10,2,4,10,0,3,0,5,0,4,0,0,6,0,1,0,4,3,1,3,0,0,0,0,0,0,0
1042,18,3,2,1,3,2,1,7,2,2,2,4,2,2,2,3,1,4,1,5,0,0,0,0,0,0,0
1043,25,2,4,4,1,5,1,6,1,5,2,3,2,2,4,3,3,3,1,6,0,0,0,0,0,0,0
1044,28,3,2,5,0,7,2,7,2,6,2,7,0,2,9,2,0,6,0,8,0,0,4,0,0,0,0
1045,15,3,3,1,0,2,2,7,0,2,0,0,9,0,0,0,4,5,0,6,0,0,0,0,0,0,0
1046,32,3,3,6,1,4,1,9,0,5,3,1,1,2,9,7,0,2,3,8,0,0,0,0,0,0,0
1047,4,2,2,8,3,4,2,3,4,5,0,4,4,0,0,1,3,6,0,3,0,0,4,1,0,0,0
1048,34,4,2,6,0,7,2,9,0,0,2,2,5,2,5,2,0,4,0,7,0,0,4,1,0,0,0
1049,25,2,4,4,2,7,0,6,1,6,0,5,0,1,9,3,4,4,2,6,0,0,3,0,0,0,0
1050,14,4,3,1,1,4,1,8,1,2,2,2,4,3,5,2,4,2,0,3,0,0,5,1,0,0,0
1051,14,3,3,1,0,7,1,5,1,4,0,3,3,1,5,2,6,1,0,3,0,0,4,1,0,0,0
1052,12,2,3,10,1,3,1,4,2,2,1,3,3,1,2,1,5,4,0,1,0,0,0,0,0,0,0
1054,32,3,2,6,1,5,1,8,1,3,4,3,1,3,8,5,1,3,2,8,0,0,3,1,0,0,0
1056,23,3,2,4,2,5,0,9,0,3,4,0,0,9,9,7,0,0,0,8,0,0,0,0,0,0,0
1058,35,3,2,6,6,0,0,7,0,5,2,5,3,1,2,6,0,1,3,7,0,0,0,0,0,0,0
1059,31,4,3,6,1,4,1,7,1,3,4,9,0,3,9,4,0,3,2,4,0,0,4,1,0,0,0
1060,14,3,3,1,0,4,3,7,0,2,0,4,5,1,7,1,2,2,2,3,0,0,5,0,0,0,0
1061,16,2,4,1,0,2,0,6,0,3,3,0,2,4,9,7,2,2,0,5,0,0,0,1,0,0,1
1062,30,4,3,5,2,5,1,6,1,2,4,5,2,2,8,3,1,3,3,7,0,0,0,0,0,0,0
1064,13,3,3,10,0,5,1,7,1,2,1,2,3,1,4,2,4,4,1,1,0,0,2,1,0,0,0
1065,18,3,3,1,0,4,1,6,1,5,1,4,2,1,7,2,2,3,1,4,0,0,0,0,0,0,0
1066,30,3,3,5,1,5,1,7,1,2,5,4,2,4,8,4,1,2,3,7,0,0,0,0,0,0,0
1068,5,2,2,8,0,3,1,5,2,2,1,3,4,1,1,1,6,3,0,2,0,0,2,1,0,0,0
1070,12,3,4,10,0,8,0,6,1,3,0,3,2,1,3,2,6,3,1,1,0,0,2,1,0,0,0
1072,14,3,3,1,0,4,1,7,0,3,0,0,3,2,6,2,5,4,0,3,0,0,0,0,0,0,0
1074,10,2,3,10,1,4,1,5,1,3,0,4,2,1,7,2,3,3,0,3,0,0,3,1,0,0,0
1075,29,3,3,5,1,5,1,7,1,4,4,3,1,4,5,5,1,2,1,6,0,0,4,0,0,0,1
1076,28,3,2,5,1,4,2,7,1,3,2,4,2,2,7,4,1,3,1,8,0,0,0,0,0,0,0
1077,23,2,4,4,0,4,0,7,0,5,4,0,0,9,3,7,0,2,2,8,0,0,0,0,0,0,0
1078,15,3,3,1,1,4,1,7,1,5,0,2,0,1,7,4,1,4,1,6,0,0,0,0,0,0,0
1079,16,3,3,1,1,7,1,7,0,2,4,2,1,4,8,4,2,3,1,5,0,0,4,1,0,0,0
1080,14,3,3,1,0,3,0,9,0,0,0,3,3,0,5,6,5,0,0,3,0,0,0,0,0,0,0
1081,11,2,4,10,1,4,2,6,1,5,0,0,0,0,4,2,0,7,2,2,0,0,3,1,0,0,0
1082,30,3,2,5,0,7,2,7,2,6,2,7,0,2,9,2,0,6,0,7,0,0,4,1,0,0,1
1083,17,3,3,1,2,4,1,6,1,0,3,4,0,3,9,4,0,3,2,3,0,0,0,0,0,0,0
1084,30,3,3,5,1,5,1,7,1,3,2,2,2,3,6,4,3,2,2,7,0,0,0,0,0,0,0
1085,30,3,3,5,2,4,1,6,1,3,3,4,1,3,6,3,2,3,2,7,0,0,4,1,0,0,0
1086,18,2,2,1,0,4,2,3,2,4,0,7,0,0,2,0,4,5,0,4,0,0,3,0,0,0,0
1087,35,3,2,6,4,2,0,5,0,4,2,5,0,2,5,4,0,4,1,7,0,0,3,1,0,0,0
1088,19,4,2,2,0,4,0,8,0,1,1,2,0,1,1,1,5,4,0,4,0,0,0,0,0,0,0
1089,20,2,5,2,0,5,4,0,0,0,0,0,6,0,2,2,7,2,0,5,0,0,3,1,0,0,0
1090,12,2,4,10,1,6,0,7,0,5,0,3,2,0,0,2,1,4,0,1,0,0,3,1,0,0,0
1091,35,3,4,6,0,2,4,7,0,0,4,4,1,0,0,3,6,0,0,6,0,0,2,0,0,0,0
1092,18,3,3,1,1,4,1,7,1,4,2,2,3,3,6,4,3,2,2,4,0,0,4,1,0,0,0
1093,14,2,3,1,0,7,2,9,0,4,3,1,4,1,7,2,1,3,3,3,0,0,4,1,0,0,0
1094,7,1,5,9,1,4,1,3,0,3,1,3,3,1,1,4,3,3,1,1,0,0,0,0,0,0,0
1095,33,2,3,6,0,3,0,3,2,2,3,4,2,3,2,4,2,4,0,6,0,0,0,0,0,0,0
1098,16,5,3,1,0,5,0,4,0,1,3,3,1,6,8,7,1,0,0,6,0,0,0,0,0,0,0
1099,17,2,4,1,1,5,2,6,1,4,1,4,1,2,5,3,3,3,1,3,0,0,0,1,0,0,0
1101,4,1,2,8,2,3,1,2,2,3,1,1,3,1,1,1,6,3,1,3,0,0,2,1,0,0,0
1102,4,1,3,8,1,4,1,2,2,3,1,4,1,1,1,1,7,2,0,3,0,0,2,1,0,0,0
1103,17,2,4,1,0,4,0,9,0,7,0,0,5,0,0,0,4,4,0,3,0,0,3,1,0,0,1
1104,20,3,3,2,0,5,1,5,2,2,0,1,3,1,1,0,2,6,0,5,0,0,3,0,0,0,0
1105,12,2,3,10,0,4,0,3,0,2,1,0,5,0,0,0,6,3,0,1,0,0,2,1,0,0,0
1106,20,2,4,2,0,4,1,3,1,2,0,1,0,0,1,2,7,2,0,5,0,0,4,0,0,0,0
1107,14,2,4,1,0,7,2,5,2,6,0,1,0,2,5,6,3,6,0,3,0,0,0,0,0,0,0
1108,22,3,3,3,0,5,0,7,2,3,0,0,4,2,5,4,2,2,3,4,0,0,0,0,0,0,0
1109,15,4,3,1,0,4,1,6,2,4,0,3,3,0,4,1,0,0,5,6,0,0,2,1,0,0,0
1110,25,3,3,4,1,4,1,7,1,6,0,2,2,0,6,4,0,9,0,6,0,0,2,1,0,0,0
1111,30,3,3,5,0,5,0,8,1,2,2,3,2,2,7,4,1,2,2,8,0,0,0,0,0,0,0
1112,19,3,3,2,0,3,3,6,1,2,0,2,2,0,0,2,6,3,0,4,0,0,2,1,0,0,0
1113,4,2,2,8,2,2,4,2,5,5,0,4,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0
1114,14,2,3,1,2,3,2,6,1,5,1,2,2,1,6,1,2,6,1,3,0,0,4,0,0,0,0
1115,31,4,2,6,2,4,1,7,1,2,3,4,2,3,7,4,2,3,0,4,0,0,2,1,0,0,0
1116,5,2,3,8,2,4,2,2,2,6,4,4,3,2,0,0,0,7,0,2,0,0,3,0,0,0,0
1117,31,4,2,6,2,4,1,7,1,2,3,4,2,3,7,4,2,3,0,4,0,0,0,0,0,0,0
1118,14,3,4,1,0,6,1,7,0,3,1,2,2,2,7,4,5,2,2,3,0,0,4,1,0,0,0
1119,31,4,3,6,0,6,1,9,0,1,0,3,4,0,5,0,0,9,0,4,0,0,0,0,0,0,1
1120,29,3,3,5,1,5,1,7,1,4,4,3,1,4,5,5,1,2,1,6,0,0,4,1,0,0,0
1121,25,3,4,4,0,9,0,9,0,6,0,4,0,3,6,4,3,4,0,6,0,0,0,0,0,0,0
1123,35,4,3,6,0,4,2,8,1,3,1,3,3,1,8,5,0,5,0,6,0,0,3,0,0,0,0
1124,11,2,3,10,0,5,1,7,1,5,0,2,2,0,6,4,2,3,3,2,0,0,4,1,0,0,0
1125,25,2,3,4,0,4,0,5,2,4,3,2,0,3,5,3,3,3,1,6,0,0,4,0,0,0,1
1126,15,3,3,1,0,9,0,5,0,3,0,0,3,1,5,2,6,2,0,6,0,0,4,1,0,0,0
1127,10,2,2,10,1,5,1,6,2,5,1,5,3,1,7,3,2,5,0,3,0,0,0,0,0,0,0
1128,13,3,3,10,0,7,1,7,1,3,1,4,3,2,6,4,3,3,0,1,0,0,2,1,0,0,0
1129,24,4,2,4,1,4,1,7,1,4,5,0,0,9,5,4,0,0,0,6,0,0,0,0,0,0,0
1131,20,4,2,2,0,5,1,7,0,0,1,2,3,3,7,3,4,4,0,5,0,0,4,1,0,0,0
1132,31,3,2,6,2,4,2,7,1,3,3,4,2,3,3,3,1,3,1,4,0,0,4,1,0,0,0
1133,13,3,3,10,0,6,1,6,1,4,1,3,3,1,3,2,4,4,1,1,0,0,1,1,0,0,0
1134,17,4,3,1,1,4,2,7,1,0,0,0,5,0,0,2,0,4,0,3,0,2,4,1,0,0,0
1135,34,3,2,6,6,3,0,9,0,3,6,3,0,5,9,9,0,0,3,7,0,0,4,1,0,0,0
1136,13,3,3,10,0,6,0,7,0,5,2,3,3,3,7,7,0,5,0,1,2,0,6,2,0,0,0
1137,29,3,2,5,1,2,1,7,1,3,3,4,2,2,6,4,2,3,2,6,0,3,4,1,0,0,0
1138,4,2,2,8,3,4,2,3,4,5,0,4,4,0,0,1,3,6,0,3,0,0,0,0,0,0,0
1139,19,3,4,2,0,7,0,3,1,2,0,1,3,1,1,1,6,2,1,4,0,0,3,1,0,0,0
1140,14,2,4,1,0,7,2,5,2,6,0,1,0,2,5,6,3,6,0,3,0,0,4,1,0,0,0
1143,13,2,3,10,0,2,2,5,2,4,0,2,5,0,0,2,5,4,0,1,0,0,4,0,0,0,1
1144,19,2,4,2,1,6,0,7,0,5,0,0,0,0,0,2,0,4,0,4,0,0,0,0,0,0,0
1145,35,3,2,6,4,0,0,5,4,6,6,2,2,6,9,7,0,3,4,6,0,0,3,0,0,0,0
1146,11,2,4,10,0,4,0,3,0,2,1,0,5,0,0,0,6,3,0,2,0,0,1,0,0,0,0
1149,4,2,2,8,0,4,1,4,3,2,1,2,2,1,1,1,4,4,0,3,0,0,2,1,0,0,0
1150,21,3,3,3,0,6,2,6,0,2,0,0,0,3,9,2,5,4,0,3,0,0,0,0,0,0,0
1151,12,2,3,10,0,2,2,5,2,3,0,1,1,1,1,2,4,5,0,1,0,0,3,1,0,0,0
1152,4,1,2,8,2,4,1,3,2,2,2,2,3,1,1,1,7,2,0,3,0,0,2,1,0,0,0
1153,14,2,3,1,0,7,0,7,2,5,0,2,5,2,9,3,2,5,0,3,2,0,2,0,0,0,0
1154,17,3,3,1,1,4,2,7,1,4,2,3,2,2,1,3,3,4,0,3,0,0,0,0,0,0,0
1155,20,2,4,2,0,5,0,5,0,3,0,3,0,0,0,0,5,4,0,5,0,0,3,0,0,0,0
1156,18,3,3,1,0,4,1,6,1,5,1,4,2,1,7,2,2,3,1,4,0,0,0,0,0,0,0
1157,14,3,3,1,0,6,1,7,0,3,1,3,3,1,8,1,0,2,0,3,0,0,4,1,0,0,0
1158,19,3,4,2,2,2,2,9,0,4,2,2,2,2,0,5,0,9,0,4,0,0,0,0,0,0,0
1159,7,2,4,9,0,7,0,4,0,5,1,4,1,1,1,1,4,4,0,1,0,0,0,0,0,0,0
1160,31,4,3,6,0,6,1,8,0,1,2,4,4,1,7,2,4,2,0,4,0,0,0,0,0,0,0
1161,3,2,3,8,0,7,0,6,0,2,2,3,4,3,9,2,4,2,0,2,0,0,0,0,0,0,0
1162,22,2,4,3,0,5,2,7,1,6,2,2,1,1,8,4,2,4,2,4,0,0,0,0,0,0,0
1163,14,3,3,1,1,4,2,7,1,3,1,2,3,2,5,2,1,4,1,3,0,0,4,1,0,0,0
1164,30,3,3,5,1,5,1,7,1,5,3,4,1,2,7,4,1,2,2,7,0,0,0,0,0,0,0
1165,16,3,3,1,0,4,2,3,4,5,0,2,3,0,7,3,0,6,2,5,0,0,6,1,0,0,0
1166,20,3,2,2,0,5,0,7,0,1,0,3,3,0,0,0,2,6,0,5,0,0,0,0,0,0,0
1167,33,3,3,6,1,5,1,6,1,4,2,2,3,2,6,4,3,2,2,6,0,0,0,0,0,0,0
1168,32,4,3,6,1,5,1,7,1,0,2,3,0,0,9,5,0,3,2,8,0,0,4,1,0,0,0
1170,39,2,4,7,0,5,3,5,1,4,1,3,1,2,5,2,4,2,1,5,0,0,0,0,0,0,0
1171,17,2,5,1,2,6,2,2,0,4,0,1,1,0,6,0,2,5,0,3,0,0,0,0,0,0,0
1172,18,2,3,1,2,4,2,5,2,4,1,3,3,2,3,2,3,4,1,4,0,0,0,0,0,0,0
1173,14,2,3,1,0,9,0,5,0,3,0,0,3,0,9,2,6,3,0,3,0,0,0,0,0,0,0
1174,12,2,5,10,0,4,0,9,0,8,0,0,5,0,0,0,4,4,0,1,0,0,3,1,0,0,0
1175,14,3,3,1,0,9,0,5,0,3,0,0,3,1,5,2,6,2,0,3,0,0,0,0,0,0,0
1176,32,4,3,6,0,5,2,7,1,3,2,3,2,3,8,4,0,5,0,8,0,0,3,1,0,0,0
1177,20,2,3,2,2,4,2,5,2,4,1,3,3,2,3,2,3,4,1,5,0,0,4,0,0,0,0
1179,12,3,3,10,2,3,0,4,2,2,0,2,2,0,0,0,7,2,0,1,0,0,0,1,0,0,0
1180,32,3,3,6,0,5,0,8,1,3,1,2,1,0,9,4,2,4,0,8,0,0,3,0,0,0,0
1181,14,2,3,1,0,7,2,9,0,4,3,1,4,1,7,2,1,3,3,3,0,0,4,0,0,0,0
1182,5,2,2,8,1,3,2,2,4,3,2,5,3,2,4,0,5,3,0,2,0,0,2,1,0,0,0
1183,19,4,2,2,0,6,0,7,1,1,1,3,3,1,3,2,3,5,0,4,0,0,0,0,0,0,0
1184,20,3,3,2,1,5,1,5,1,2,2,3,2,2,4,2,3,5,1,5,0,0,4,1,0,0,0
1185,14,2,4,1,0,5,2,6,1,4,4,3,3,3,6,1,2,5,0,3,0,0,4,1,0,0,0
1186,30,4,3,5,0,7,0,9,0,4,2,6,0,2,5,6,0,3,3,7,0,0,0,0,0,0,0
1187,28,3,3,5,3,0,3,9,0,0,0,3,1,0,9,5,7,0,2,8,0,0,4,1,0,0,0
1188,14,3,3,1,0,8,0,9,0,4,0,2,5,1,9,3,5,4,0,3,0,0,4,1,0,0,0
1189,32,3,2,6,5,1,0,4,4,0,9,9,0,4,9,2,2,3,2,8,0,0,0,1,0,0,0
1191,34,3,2,6,4,1,0,6,3,4,5,3,1,4,9,7,0,3,3,7,0,0,3,1,0,0,0
1192,4,2,3,8,2,6,1,7,1,3,1,4,1,1,5,4,2,6,1,3,0,0,0,1,0,0,0
1193,30,4,3,5,0,5,0,9,0,0,0,9,0,0,9,7,0,9,0,7,0,0,0,0,0,0,0
1194,14,3,3,1,0,5,1,7,1,4,0,2,2,1,5,2,2,5,2,3,0,0,4,1,0,0,0
1195,5,2,3,8,1,3,1,4,2,2,1,3,3,1,2,1,5,4,0,2,0,0,2,1,0,0,0
1196,30,3,3,5,0,4,0,9,0,5,3,5,2,2,7,4,0,2,2,7,0,0,0,0,0,0,0
1197,18,2,3,1,1,4,1,5,1,3,0,4,2,1,7,2,3,3,0,4,0,0,4,1,0,0,0
1198,19,2,4,2,1,5,2,6,1,4,2,5,1,1,2,3,5,2,1,4,0,0,0,0,0,0,1
1199,20,2,2,2,1,4,1,2,2,3,1,2,2,2,2,2,4,3,1,5,0,0,0,0,0,0,0
1200,14,3,2,1,0,4,2,8,1,2,0,4,3,0,6,0,2,5,2,3,0,0,4,1,0,0,0
1201,24,3,3,4,0,2,2,9,0,4,2,2,0,3,0,7,0,0,2,6,0,0,3,1,0,0,0
1202,20,2,4,2,0,7,0,7,0,5,2,0,2,3,9,3,0,7,0,5,0,0,4,1,0,0,0
1204,14,4,2,1,0,8,1,9,0,2,2,4,1,3,9,3,0,6,0,3,0,0,0,0,0,0,0
1205,35,3,3,6,1,5,1,7,2,3,4,4,2,3,8,4,2,4,1,6,0,0,2,1,0,0,0
1206,30,4,3,5,1,5,1,7,1,3,3,4,1,3,8,4,1,3,1,7,0,0,4,0,0,0,1
1207,14,3,3,1,0,5,1,7,2,5,2,1,4,3,6,4,1,5,0,3,0,0,0,0,0,0,0
1208,19,3,3,2,0,3,0,7,0,4,0,0,5,0,4,0,4,5,0,3,0,0,4,1,0,0,0
1209,30,2,2,5,3,5,0,5,2,4,4,3,0,4,0,0,2,3,2,7,0,0,0,0,0,0,0
1210,23,3,4,4,0,4,0,7,1,6,4,3,1,4,8,2,2,3,0,8,0,0,0,0,0,0,0
1211,14,3,3,1,2,5,0,5,0,2,0,2,3,0,6,0,3,3,1,3,0,0,0,0,0,0,0
1212,31,4,3,6,1,3,1,7,1,2,1,2,5,0,1,1,3,5,1,4,0,0,0,0,0,0,0
1213,34,4,2,6,0,7,2,9,0,0,2,2,5,2,5,2,0,4,0,7,0,0,4,1,0,0,0
1215,33,3,2,6,1,4,0,6,2,3,3,5,1,2,7,4,1,0,3,6,0,0,6,0,0,0,0
1216,16,4,3,1,0,4,1,6,2,4,0,3,3,0,4,1,0,0,5,5,0,0,2,0,0,0,0
1217,6,2,4,9,2,4,2,6,0,2,2,4,2,2,6,4,1,5,1,1,0,0,0,0,0,0,1
1218,16,4,4,1,1,4,1,6,0,2,0,3,3,0,6,3,0,9,0,5,0,0,0,0,3,0,0
1219,25,2,4,4,3,4,2,6,0,4,0,4,0,2,2,5,5,2,0,6,0,0,3,1,0,0,0
1220,15,2,3,1,1,4,1,7,1,4,0,9,0,0,2,4,5,3,0,6,0,0,0,1,0,0,0
1223,18,2,3,1,0,4,1,6,1,5,1,2,1,1,6,2,3,3,3,4,0,0,4,0,0,0,0
1224,10,2,1,10,2,5,1,4,4,6,1,6,2,1,4,2,4,4,0,3,0,0,4,1,0,0,0
1225,19,2,1,2,0,2,4,7,0,7,4,1,4,4,2,3,1,1,1,4,0,0,3,1,0,0,0
1226,31,3,3,6,1,3,2,7,1,3,1,5,1,2,3,5,3,4,1,4,0,0,0,0,0,0,0
1227,33,2,3,6,1,4,1,7,1,4,0,9,0,0,2,4,5,3,0,6,0,0,3,1,0,0,0
1228,14,3,4,1,1,5,2,5,1,5,0,4,0,0,7,2,1,8,0,3,0,0,4,1,0,0,0
1229,19,3,4,2,2,2,2,9,0,4,2,2,2,2,0,5,0,9,0,4,0,0,0,0,0,0,0
1230,27,2,3,4,0,5,1,5,1,2,2,1,4,3,6,3,3,5,2,3,0,0,0,0,0,0,0
1231,10,1,5,10,2,2,1,4,0,1,0,0,5,0,1,2,5,4,0,3,0,0,0,0,0,0,0
1232,33,2,3,6,1,4,1,5,1,4,0,4,3,1,7,2,5,3,0,6,0,0,4,1,0,0,0
1233,25,3,4,4,2,4,0,9,0,6,0,2,0,3,9,7,0,0,5,6,0,0,0,0,0,0,0
1234,24,2,4,4,0,5,2,7,0,5,0,2,7,0,4,0,5,4,0,6,0,0,3,1,0,0,0
1236,21,3,3,3,2,5,3,6,0,2,0,2,0,1,9,5,6,3,0,3,0,0,0,1,0,0,0
1238,5,2,2,8,0,3,1,3,4,7,0,4,2,0,2,0,3,5,0,2,0,0,3,1,0,0,0
1239,14,3,3,1,0,4,1,7,0,3,0,0,3,2,6,2,5,4,0,3,0,0,0,0,0,0,0
1240,33,3,4,6,0,9,0,9,0,6,0,4,0,3,6,4,3,4,0,7,0,0,0,0,0,0,0
1241,11,1,6,10,0,6,0,2,0,2,1,1,2,1,2,3,7,0,0,2,0,0,3,1,0,0,0
1242,14,4,2,1,0,5,1,7,0,0,1,2,3,3,7,3,4,4,0,3,0,0,0,0,0,0,0
1243,6,2,5,9,1,6,1,5,1,3,2,6,1,1,1,5,5,3,2,1,0,0,3,1,0,0,0
1244,10,2,3,10,1,4,1,5,1,3,0,4,2,1,7,2,3,3,0,3,0,0,0,0,0,0,0
1245,8,2,4,9,1,5,2,5,1,6,6,2,1,6,3,4,3,2,2,1,0,0,4,0,0,0,0
1246,14,2,3,1,0,7,0,7,2,5,0,2,5,2,9,3,2,5,0,3,0,0,0,0,0,0,0
1247,14,3,3,1,1,4,2,7,1,4,1,1,4,2,7,2,3,3,0,3,0,0,2,1,0,0,1
1248,5,2,2,8,0,4,0,3,0,0,3,3,2,0,0,0,9,0,0,2,0,0,0,0,0,0,0
1249,14,3,3,1,0,6,2,6,0,3,1,2,1,1,8,2,0,5,0,3,0,0,4,1,0,0,0
1250,17,2,4,1,2,5,0,9,0,6,0,7,0,2,6,3,2,4,0,3,0,0,4,1,0,0,0
1251,5,2,1,8,3,4,2,3,4,5,0,2,3,0,0,1,1,6,0,2,0,0,2,1,0,0,0
1252,29,1,5,5,3,3,3,5,0,4,2,6,0,2,0,3,5,4,0,7,0,0,3,0,0,0,0
1253,16,4,3,1,1,4,2,7,1,0,0,0,5,0,0,2,0,4,0,5,0,0,4,1,0,0,0
1254,20,3,3,2,1,4,1,6,2,3,1,3,3,1,1,1,3,5,1,5,0,0,0,0,0,0,0
1255,31,3,2,6,0,3,0,5,2,2,0,3,2,2,4,4,2,5,2,4,0,0,6,0,0,0,0
1256,24,2,4,4,0,5,0,9,0,9,0,0,0,5,3,6,2,4,1,6,0,0,4,1,0,0,1
1257,18,2,3,1,0,4,1,6,1,5,1,2,1,1,6,2,3,3,3,4,0,0,4,0,0,0,0
1258,13,3,2,10,0,5,0,5,1,2,1,3,3,1,2,2,3,5,0,1,0,0,2,1,0,0,0
1259,31,3,3,6,2,3,0,9,0,4,7,3,2,5,0,3,0,2,0,4,0,0,0,0,0,0,0
1260,33,3,2,6,1,5,2,8,1,4,1,3,5,2,8,2,2,5,0,6,0,0,2,1,0,0,0
1261,4,2,3,8,0,6,1,6,1,4,2,6,1,2,2,2,1,6,2,3,0,0,0,0,0,0,0
1262,4,1,1,8,1,4,2,4,1,4,1,3,4,1,1,2,4,0,0,3,0,0,3,0,0,0,0
1263,4,1,1,8,1,4,2,4,1,4,1,3,4,1,1,2,4,0,0,3,0,0,1,1,0,0,0
1264,12,2,3,10,0,4,0,3,0,2,1,0,5,0,0,0,6,3,0,1,0,0,0,0,0,0,0
1265,17,3,2,1,2,5,0,9,0,3,4,0,0,9,9,7,0,0,0,3,0,0,4,0,0,0,0
1266,14,3,3,1,0,5,1,7,1,3,2,2,2,3,7,4,2,4,1,3,0,0,0,0,0,0,0
1267,17,4,3,1,2,7,0,9,0,4,0,6,0,0,7,2,0,7,0,3,0,0,0,0,0,0,0
1268,14,4,2,1,0,5,1,8,1,1,0,5,2,0,7,0,1,7,1,3,0,0,0,1,0,0,0
1269,32,3,2,6,1,5,1,8,1,3,4,3,1,3,8,5,1,3,2,8,0,0,4,1,0,0,1
1271,16,3,3,1,1,4,2,7,1,4,1,1,4,2,7,2,3,3,0,5,0,0,4,1,0,0,0
1272,29,3,2,5,1,4,0,6,2,3,3,5,1,2,7,4,1,0,3,6,0,0,0,0,0,0,0
1273,20,4,3,2,0,7,2,9,0,0,0,2,2,0,2,0,0,7,0,5,0,0,0,0,0,0,0
